DDI-MedLine.d139.s0|DDI-MedLine.d139.s0.e0|DDI-MedLine.d139.s0.e1|0|null
DDI-DrugBank.d488.s7|DDI-DrugBank.d488.s7.e3|DDI-DrugBank.d488.s7.e4|0|null
DDI-DrugBank.d488.s7|DDI-DrugBank.d488.s7.e3|DDI-DrugBank.d488.s7.e5|0|null
DDI-DrugBank.d488.s7|DDI-DrugBank.d488.s7.e4|DDI-DrugBank.d488.s7.e5|0|null
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e0|DDI-DrugBank.d564.s0.e1|0|null
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e0|DDI-DrugBank.d564.s0.e2|0|null
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e0|DDI-DrugBank.d564.s0.e3|1|int
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e0|DDI-DrugBank.d564.s0.e4|1|effect
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e1|DDI-DrugBank.d564.s0.e2|0|null
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e1|DDI-DrugBank.d564.s0.e3|1|effect
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e1|DDI-DrugBank.d564.s0.e4|1|effect
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e2|DDI-DrugBank.d564.s0.e3|1|effect
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e2|DDI-DrugBank.d564.s0.e4|1|effect
DDI-DrugBank.d564.s0|DDI-DrugBank.d564.s0.e3|DDI-DrugBank.d564.s0.e4|0|null
DDI-DrugBank.d564.s1|DDI-DrugBank.d564.s1.e0|DDI-DrugBank.d564.s1.e1|0|null
DDI-DrugBank.d564.s1|DDI-DrugBank.d564.s1.e0|DDI-DrugBank.d564.s1.e2|1|int
DDI-DrugBank.d564.s1|DDI-DrugBank.d564.s1.e1|DDI-DrugBank.d564.s1.e2|1|effect
DDI-DrugBank.d564.s4|DDI-DrugBank.d564.s4.e0|DDI-DrugBank.d564.s4.e1|1|effect
DDI-DrugBank.d507.s0|DDI-DrugBank.d507.s0.e0|DDI-DrugBank.d507.s0.e1|1|int
DDI-DrugBank.d507.s1|DDI-DrugBank.d507.s1.e0|DDI-DrugBank.d507.s1.e1|1|int
DDI-DrugBank.d507.s1|DDI-DrugBank.d507.s1.e0|DDI-DrugBank.d507.s1.e2|1|int
DDI-DrugBank.d507.s1|DDI-DrugBank.d507.s1.e1|DDI-DrugBank.d507.s1.e2|1|effect
DDI-DrugBank.d507.s4|DDI-DrugBank.d507.s4.e0|DDI-DrugBank.d507.s4.e1|1|effect
DDI-DrugBank.d507.s5|DDI-DrugBank.d507.s5.e0|DDI-DrugBank.d507.s5.e1|0|null
DDI-DrugBank.d507.s5|DDI-DrugBank.d507.s5.e0|DDI-DrugBank.d507.s5.e2|0|null
DDI-DrugBank.d507.s5|DDI-DrugBank.d507.s5.e0|DDI-DrugBank.d507.s5.e3|1|int
DDI-DrugBank.d507.s5|DDI-DrugBank.d507.s5.e1|DDI-DrugBank.d507.s5.e2|0|null
DDI-DrugBank.d507.s5|DDI-DrugBank.d507.s5.e1|DDI-DrugBank.d507.s5.e3|1|int
DDI-DrugBank.d507.s5|DDI-DrugBank.d507.s5.e2|DDI-DrugBank.d507.s5.e3|1|int
DDI-DrugBank.d507.s7|DDI-DrugBank.d507.s7.e0|DDI-DrugBank.d507.s7.e1|1|int
DDI-DrugBank.d507.s8|DDI-DrugBank.d507.s8.e0|DDI-DrugBank.d507.s8.e1|1|int
DDI-DrugBank.d507.s8|DDI-DrugBank.d507.s8.e0|DDI-DrugBank.d507.s8.e2|1|advise
DDI-DrugBank.d507.s8|DDI-DrugBank.d507.s8.e1|DDI-DrugBank.d507.s8.e2|0|null
DDI-DrugBank.d507.s10|DDI-DrugBank.d507.s10.e0|DDI-DrugBank.d507.s10.e1|1|int
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e1|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e2|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e3|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e4|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e5|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e6|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e7|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e8|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e9|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e0|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e2|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e3|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e4|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e5|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e6|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e7|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e8|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e9|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e1|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e2|DDI-DrugBank.d507.s12.e3|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e2|DDI-DrugBank.d507.s12.e4|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e2|DDI-DrugBank.d507.s12.e5|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e2|DDI-DrugBank.d507.s12.e6|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e2|DDI-DrugBank.d507.s12.e7|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e2|DDI-DrugBank.d507.s12.e8|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e2|DDI-DrugBank.d507.s12.e9|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e2|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e2|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e3|DDI-DrugBank.d507.s12.e4|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e3|DDI-DrugBank.d507.s12.e5|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e3|DDI-DrugBank.d507.s12.e6|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e3|DDI-DrugBank.d507.s12.e7|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e3|DDI-DrugBank.d507.s12.e8|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e3|DDI-DrugBank.d507.s12.e9|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e3|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e3|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e4|DDI-DrugBank.d507.s12.e5|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e4|DDI-DrugBank.d507.s12.e6|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e4|DDI-DrugBank.d507.s12.e7|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e4|DDI-DrugBank.d507.s12.e8|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e4|DDI-DrugBank.d507.s12.e9|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e4|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e4|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e5|DDI-DrugBank.d507.s12.e6|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e5|DDI-DrugBank.d507.s12.e7|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e5|DDI-DrugBank.d507.s12.e8|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e5|DDI-DrugBank.d507.s12.e9|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e5|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e5|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e6|DDI-DrugBank.d507.s12.e7|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e6|DDI-DrugBank.d507.s12.e8|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e6|DDI-DrugBank.d507.s12.e9|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e6|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e6|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e7|DDI-DrugBank.d507.s12.e8|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e7|DDI-DrugBank.d507.s12.e9|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e7|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e7|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e8|DDI-DrugBank.d507.s12.e9|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e8|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e8|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e9|DDI-DrugBank.d507.s12.e10|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e9|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d507.s12|DDI-DrugBank.d507.s12.e10|DDI-DrugBank.d507.s12.e11|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e0|DDI-DrugBank.d141.s0.e1|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e0|DDI-DrugBank.d141.s0.e2|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e0|DDI-DrugBank.d141.s0.e3|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e0|DDI-DrugBank.d141.s0.e4|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e0|DDI-DrugBank.d141.s0.e5|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e1|DDI-DrugBank.d141.s0.e2|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e1|DDI-DrugBank.d141.s0.e3|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e1|DDI-DrugBank.d141.s0.e4|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e1|DDI-DrugBank.d141.s0.e5|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e2|DDI-DrugBank.d141.s0.e3|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e2|DDI-DrugBank.d141.s0.e4|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e2|DDI-DrugBank.d141.s0.e5|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e3|DDI-DrugBank.d141.s0.e4|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e3|DDI-DrugBank.d141.s0.e5|0|null
DDI-DrugBank.d141.s0|DDI-DrugBank.d141.s0.e4|DDI-DrugBank.d141.s0.e5|0|null
DDI-DrugBank.d141.s1|DDI-DrugBank.d141.s1.e0|DDI-DrugBank.d141.s1.e1|0|null
DDI-DrugBank.d141.s1|DDI-DrugBank.d141.s1.e0|DDI-DrugBank.d141.s1.e2|0|null
DDI-DrugBank.d141.s1|DDI-DrugBank.d141.s1.e0|DDI-DrugBank.d141.s1.e3|1|int
DDI-DrugBank.d141.s1|DDI-DrugBank.d141.s1.e1|DDI-DrugBank.d141.s1.e2|0|null
DDI-DrugBank.d141.s1|DDI-DrugBank.d141.s1.e1|DDI-DrugBank.d141.s1.e3|1|int
DDI-DrugBank.d141.s1|DDI-DrugBank.d141.s1.e2|DDI-DrugBank.d141.s1.e3|1|int
DDI-DrugBank.d141.s2|DDI-DrugBank.d141.s2.e0|DDI-DrugBank.d141.s2.e1|0|null
DDI-DrugBank.d141.s2|DDI-DrugBank.d141.s2.e0|DDI-DrugBank.d141.s2.e2|1|int
DDI-DrugBank.d141.s2|DDI-DrugBank.d141.s2.e1|DDI-DrugBank.d141.s2.e2|1|int
DDI-DrugBank.d141.s3|DDI-DrugBank.d141.s3.e0|DDI-DrugBank.d141.s3.e1|0|null
DDI-DrugBank.d141.s3|DDI-DrugBank.d141.s3.e0|DDI-DrugBank.d141.s3.e2|0|null
DDI-DrugBank.d141.s3|DDI-DrugBank.d141.s3.e1|DDI-DrugBank.d141.s3.e2|0|null
DDI-DrugBank.d141.s4|DDI-DrugBank.d141.s4.e0|DDI-DrugBank.d141.s4.e1|0|null
DDI-DrugBank.d141.s4|DDI-DrugBank.d141.s4.e0|DDI-DrugBank.d141.s4.e2|1|mechanism
DDI-DrugBank.d141.s4|DDI-DrugBank.d141.s4.e1|DDI-DrugBank.d141.s4.e2|0|null
DDI-DrugBank.d141.s5|DDI-DrugBank.d141.s5.e0|DDI-DrugBank.d141.s5.e1|0|null
DDI-DrugBank.d141.s5|DDI-DrugBank.d141.s5.e0|DDI-DrugBank.d141.s5.e2|0|null
DDI-DrugBank.d141.s5|DDI-DrugBank.d141.s5.e0|DDI-DrugBank.d141.s5.e3|0|null
DDI-DrugBank.d141.s5|DDI-DrugBank.d141.s5.e1|DDI-DrugBank.d141.s5.e2|0|null
DDI-DrugBank.d141.s5|DDI-DrugBank.d141.s5.e1|DDI-DrugBank.d141.s5.e3|0|null
DDI-DrugBank.d141.s5|DDI-DrugBank.d141.s5.e2|DDI-DrugBank.d141.s5.e3|0|null
DDI-DrugBank.d141.s6|DDI-DrugBank.d141.s6.e0|DDI-DrugBank.d141.s6.e1|1|advise
DDI-DrugBank.d141.s6|DDI-DrugBank.d141.s6.e0|DDI-DrugBank.d141.s6.e2|0|null
DDI-DrugBank.d141.s6|DDI-DrugBank.d141.s6.e1|DDI-DrugBank.d141.s6.e2|0|null
DDI-DrugBank.d141.s7|DDI-DrugBank.d141.s7.e0|DDI-DrugBank.d141.s7.e1|0|null
DDI-DrugBank.d141.s7|DDI-DrugBank.d141.s7.e0|DDI-DrugBank.d141.s7.e2|0|null
DDI-DrugBank.d141.s7|DDI-DrugBank.d141.s7.e0|DDI-DrugBank.d141.s7.e3|1|int
DDI-DrugBank.d141.s7|DDI-DrugBank.d141.s7.e1|DDI-DrugBank.d141.s7.e2|1|int
DDI-DrugBank.d141.s7|DDI-DrugBank.d141.s7.e1|DDI-DrugBank.d141.s7.e3|1|int
DDI-DrugBank.d141.s7|DDI-DrugBank.d141.s7.e2|DDI-DrugBank.d141.s7.e3|1|int
DDI-DrugBank.d141.s8|DDI-DrugBank.d141.s8.e0|DDI-DrugBank.d141.s8.e1|1|int
DDI-DrugBank.d141.s9|DDI-DrugBank.d141.s9.e0|DDI-DrugBank.d141.s9.e1|0|null
DDI-DrugBank.d141.s9|DDI-DrugBank.d141.s9.e0|DDI-DrugBank.d141.s9.e2|0|null
DDI-DrugBank.d141.s9|DDI-DrugBank.d141.s9.e0|DDI-DrugBank.d141.s9.e3|0|null
DDI-DrugBank.d141.s9|DDI-DrugBank.d141.s9.e1|DDI-DrugBank.d141.s9.e2|1|advise
DDI-DrugBank.d141.s9|DDI-DrugBank.d141.s9.e1|DDI-DrugBank.d141.s9.e3|0|null
DDI-DrugBank.d141.s9|DDI-DrugBank.d141.s9.e2|DDI-DrugBank.d141.s9.e3|0|null
DDI-DrugBank.d141.s10|DDI-DrugBank.d141.s10.e0|DDI-DrugBank.d141.s10.e1|1|int
DDI-DrugBank.d141.s11|DDI-DrugBank.d141.s11.e0|DDI-DrugBank.d141.s11.e1|1|int
DDI-DrugBank.d141.s11|DDI-DrugBank.d141.s11.e0|DDI-DrugBank.d141.s11.e2|1|int
DDI-DrugBank.d141.s11|DDI-DrugBank.d141.s11.e1|DDI-DrugBank.d141.s11.e2|1|int
DDI-DrugBank.d141.s12|DDI-DrugBank.d141.s12.e0|DDI-DrugBank.d141.s12.e1|0|null
DDI-DrugBank.d141.s12|DDI-DrugBank.d141.s12.e0|DDI-DrugBank.d141.s12.e2|0|null
DDI-DrugBank.d141.s12|DDI-DrugBank.d141.s12.e1|DDI-DrugBank.d141.s12.e2|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e0|DDI-DrugBank.d141.s13.e1|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e0|DDI-DrugBank.d141.s13.e2|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e0|DDI-DrugBank.d141.s13.e3|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e0|DDI-DrugBank.d141.s13.e4|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e0|DDI-DrugBank.d141.s13.e5|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e0|DDI-DrugBank.d141.s13.e6|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e1|DDI-DrugBank.d141.s13.e2|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e1|DDI-DrugBank.d141.s13.e3|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e1|DDI-DrugBank.d141.s13.e4|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e1|DDI-DrugBank.d141.s13.e5|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e1|DDI-DrugBank.d141.s13.e6|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e2|DDI-DrugBank.d141.s13.e3|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e2|DDI-DrugBank.d141.s13.e4|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e2|DDI-DrugBank.d141.s13.e5|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e2|DDI-DrugBank.d141.s13.e6|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e3|DDI-DrugBank.d141.s13.e4|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e3|DDI-DrugBank.d141.s13.e5|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e3|DDI-DrugBank.d141.s13.e6|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e4|DDI-DrugBank.d141.s13.e5|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e4|DDI-DrugBank.d141.s13.e6|0|null
DDI-DrugBank.d141.s13|DDI-DrugBank.d141.s13.e5|DDI-DrugBank.d141.s13.e6|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e0|DDI-DrugBank.d254.s0.e1|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e0|DDI-DrugBank.d254.s0.e2|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e0|DDI-DrugBank.d254.s0.e3|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e0|DDI-DrugBank.d254.s0.e4|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e0|DDI-DrugBank.d254.s0.e5|1|effect
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e1|DDI-DrugBank.d254.s0.e2|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e1|DDI-DrugBank.d254.s0.e3|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e1|DDI-DrugBank.d254.s0.e4|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e1|DDI-DrugBank.d254.s0.e5|1|effect
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e2|DDI-DrugBank.d254.s0.e3|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e2|DDI-DrugBank.d254.s0.e4|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e2|DDI-DrugBank.d254.s0.e5|1|effect
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e3|DDI-DrugBank.d254.s0.e4|0|null
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e3|DDI-DrugBank.d254.s0.e5|1|effect
DDI-DrugBank.d254.s0|DDI-DrugBank.d254.s0.e4|DDI-DrugBank.d254.s0.e5|1|mechanism
DDI-DrugBank.d254.s2|DDI-DrugBank.d254.s2.e0|DDI-DrugBank.d254.s2.e1|1|int
DDI-DrugBank.d374.s0|DDI-DrugBank.d374.s0.e0|DDI-DrugBank.d374.s0.e1|0|null
DDI-DrugBank.d374.s0|DDI-DrugBank.d374.s0.e0|DDI-DrugBank.d374.s0.e2|0|null
DDI-DrugBank.d374.s0|DDI-DrugBank.d374.s0.e0|DDI-DrugBank.d374.s0.e3|0|null
DDI-DrugBank.d374.s0|DDI-DrugBank.d374.s0.e1|DDI-DrugBank.d374.s0.e2|0|null
DDI-DrugBank.d374.s0|DDI-DrugBank.d374.s0.e1|DDI-DrugBank.d374.s0.e3|1|int
DDI-DrugBank.d374.s0|DDI-DrugBank.d374.s0.e2|DDI-DrugBank.d374.s0.e3|0|null
DDI-DrugBank.d374.s1|DDI-DrugBank.d374.s1.e0|DDI-DrugBank.d374.s1.e1|1|advise
DDI-DrugBank.d374.s1|DDI-DrugBank.d374.s1.e0|DDI-DrugBank.d374.s1.e2|1|advise
DDI-DrugBank.d374.s1|DDI-DrugBank.d374.s1.e0|DDI-DrugBank.d374.s1.e3|1|advise
DDI-DrugBank.d374.s1|DDI-DrugBank.d374.s1.e1|DDI-DrugBank.d374.s1.e2|0|null
DDI-DrugBank.d374.s1|DDI-DrugBank.d374.s1.e1|DDI-DrugBank.d374.s1.e3|0|null
DDI-DrugBank.d374.s1|DDI-DrugBank.d374.s1.e2|DDI-DrugBank.d374.s1.e3|0|null
DDI-DrugBank.d250.s0|DDI-DrugBank.d250.s0.e0|DDI-DrugBank.d250.s0.e1|1|int
DDI-DrugBank.d250.s0|DDI-DrugBank.d250.s0.e0|DDI-DrugBank.d250.s0.e2|1|int
DDI-DrugBank.d250.s0|DDI-DrugBank.d250.s0.e1|DDI-DrugBank.d250.s0.e2|1|int
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e0|DDI-DrugBank.d250.s2.e1|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e0|DDI-DrugBank.d250.s2.e2|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e0|DDI-DrugBank.d250.s2.e3|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e0|DDI-DrugBank.d250.s2.e4|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e0|DDI-DrugBank.d250.s2.e5|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e0|DDI-DrugBank.d250.s2.e6|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e1|DDI-DrugBank.d250.s2.e2|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e1|DDI-DrugBank.d250.s2.e3|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e1|DDI-DrugBank.d250.s2.e4|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e1|DDI-DrugBank.d250.s2.e5|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e1|DDI-DrugBank.d250.s2.e6|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e2|DDI-DrugBank.d250.s2.e3|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e2|DDI-DrugBank.d250.s2.e4|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e2|DDI-DrugBank.d250.s2.e5|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e2|DDI-DrugBank.d250.s2.e6|1|mechanism
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e3|DDI-DrugBank.d250.s2.e4|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e3|DDI-DrugBank.d250.s2.e5|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e3|DDI-DrugBank.d250.s2.e6|1|mechanism
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e4|DDI-DrugBank.d250.s2.e5|0|null
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e4|DDI-DrugBank.d250.s2.e6|1|mechanism
DDI-DrugBank.d250.s2|DDI-DrugBank.d250.s2.e5|DDI-DrugBank.d250.s2.e6|0|null
DDI-DrugBank.d250.s3|DDI-DrugBank.d250.s3.e0|DDI-DrugBank.d250.s3.e1|1|effect
DDI-DrugBank.d250.s4|DDI-DrugBank.d250.s4.e0|DDI-DrugBank.d250.s4.e1|1|advise
DDI-MedLine.d42.s4|DDI-MedLine.d42.s4.e0|DDI-MedLine.d42.s4.e1|0|null
DDI-MedLine.d42.s4|DDI-MedLine.d42.s4.e0|DDI-MedLine.d42.s4.e2|0|null
DDI-MedLine.d42.s4|DDI-MedLine.d42.s4.e1|DDI-MedLine.d42.s4.e2|1|effect
DDI-MedLine.d42.s5|DDI-MedLine.d42.s5.e0|DDI-MedLine.d42.s5.e1|0|null
DDI-MedLine.d42.s5|DDI-MedLine.d42.s5.e0|DDI-MedLine.d42.s5.e2|0|null
DDI-MedLine.d42.s5|DDI-MedLine.d42.s5.e1|DDI-MedLine.d42.s5.e2|0|null
DDI-MedLine.d42.s9|DDI-MedLine.d42.s9.e0|DDI-MedLine.d42.s9.e1|0|null
